 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file
20,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0025-0320,554,71.514,22.949,660.87,320.092,660.021,319.909,646,308,31,25,0.659,39619.0,39619.0,1.419,0.705,0.886,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
21,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0026-0322,293,45.082,10.79,1102.957,321.698,1103.106,321.714,1092,313,22,19,0.903,13209.0,13209.0,1.129,0.886,0.932,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
22,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0027-0327,342,39.082,10.015,1178.222,327.26,1178.257,327.552,1168,317,21,21,0.909,13366.0,13366.0,1.2,0.834,0.94,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
23,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0030-0342,411,48.742,12.565,833.546,342.021,833.607,342.358,824,328,20,29,0.805,20033.0,20033.0,1.377,0.726,0.917,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
24,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0031-0353,480,74.048,21.934,785.067,353.121,785.397,353.521,772,338,26,31,0.751,35543.0,35543.0,1.723,0.58,0.917,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
25,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0033-0355,361,71.873,25.023,461.561,355.306,461.878,355.61,451,344,22,22,0.885,25946.0,25946.0,1.365,0.732,0.938,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
26,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0034-0363,425,51.106,12.025,1119.531,363.401,1119.373,363.444,1108,350,22,27,0.876,21720.0,21720.0,1.211,0.826,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
27,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0035-0365,464,75.81,27.164,1038.394,364.765,1038.243,364.223,1028,351,22,28,0.858,35176.0,35176.0,1.33,0.752,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
28,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0036-0365,450,60.24,22.971,165.209,365.673,165.21,365.623,153,352,24,26,0.895,27108.0,27108.0,1.324,0.755,0.944,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
29,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0037-0365,396,62.649,15.259,683.74,366.235,683.826,366.583,672,352,24,26,0.823,24809.0,24809.0,1.254,0.797,0.905,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
30,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0038-0368,312,57.048,15.075,1010.465,368.218,1010.682,368.112,998,357,22,23,0.755,17799.0,17799.0,1.647,0.607,0.875,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
31,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0040-0384,313,67.661,27.821,487.471,383.708,487.281,383.626,477,374,21,20,0.914,21178.0,21178.0,1.222,0.818,0.936,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
32,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0041-0401,640,95.562,41.422,702.819,403.647,702.009,405.651,689,379,29,45,0.53,61160.0,61160.0,2.614,0.383,0.787,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
33,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0042-0396,426,68.028,23.062,847.676,396.73,847.55,397.294,838,382,19,29,0.833,28980.0,28980.0,1.67,0.599,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
34,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0043-0394,351,69.678,14.915,455.782,394.224,455.819,394.43,443,384,25,20,0.869,24457.0,24457.0,1.354,0.739,0.926,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
35,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0044-0393,338,74.713,17.055,670.571,392.633,670.474,392.665,657,384,30,19,0.619,25253.0,25253.0,1.766,0.566,0.839,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
36,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0045-0407,650,83.995,24.0,631.285,407.295,631.704,407.379,618,388,31,38,0.706,54597.0,54597.0,1.247,0.802,0.864,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
37,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0046-0403,370,54.862,14.301,1100.638,401.316,1100.305,401.347,1091,389,19,28,0.725,20299.0,20299.0,1.501,0.666,0.885,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
38,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0047-0408,514,71.321,19.808,1164.025,408.374,1164.697,407.824,1149,393,27,30,0.71,36659.0,36659.0,1.782,0.561,0.885,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
39,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0048-0415,762,59.429,21.214,44.682,416.907,44.464,417.043,27,396,38,39,0.627,45285.0,45285.0,2.198,0.455,0.852,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
40,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0049-0422,728,64.444,21.388,758.382,423.199,758.857,421.492,743,399,29,47,0.501,46915.0,46915.0,2.431,0.411,0.78,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
41,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0050-0412,380,74.6,16.442,819.761,413.474,819.751,413.737,810,399,21,27,0.734,28348.0,28348.0,1.668,0.6,0.899,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
42,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0051-0414,379,71.158,16.013,589.442,412.181,589.268,411.801,580,400,21,28,0.805,26969.0,26969.0,1.407,0.711,0.903,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
43,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0052-0417,343,63.776,14.282,261.724,417.631,261.904,417.494,253,405,19,25,0.811,21875.0,21875.0,1.309,0.764,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
44,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0053-0422,287,56.742,22.858,427.047,422.235,427.081,422.243,417,412,19,21,0.908,16285.0,16285.0,1.116,0.896,0.932,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
45,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0054-0432,471,73.79,22.768,128.421,431.058,128.646,431.222,115,417,24,30,0.839,34755.0,34755.0,1.338,0.747,0.932,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
46,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0055-0432,443,66.903,25.55,1050.866,433.071,1051.131,433.212,1039,419,22,27,0.861,29638.0,29638.0,1.303,0.767,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
47,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0056-0441,670,77.704,32.541,1081.281,440.084,1080.777,439.409,1069,422,31,38,0.495,52062.0,52062.0,1.592,0.628,0.784,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
48,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0057-0438,316,60.491,14.107,703.206,439.079,702.854,438.865,691,430,26,17,0.834,19115.0,19115.0,1.631,0.613,0.931,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
49,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0058-0452,478,70.467,17.545,397.46,449.615,396.948,448.962,386,434,20,36,0.684,33683.0,33683.0,1.918,0.521,0.897,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
50,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0059-0458,383,48.54,10.36,1178.249,457.432,1178.121,457.18,1167,447,22,23,0.918,18591.0,18591.0,1.038,0.963,0.949,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
51,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0060-0474,515,88.192,34.343,231.108,474.321,230.99,474.264,218,461,26,26,0.903,45419.0,45419.0,1.102,0.907,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
52,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0061-0473,422,54.031,11.667,466.889,473.403,466.845,473.657,455,461,26,25,0.712,22801.0,22801.0,1.121,0.892,0.854,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
53,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0062-0481,602,63.231,22.036,288.405,482.145,287.954,481.836,273,465,28,32,0.76,38065.0,38065.0,1.229,0.814,0.893,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
54,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0065-0505,395,51.22,13.658,606.548,504.27,606.404,504.607,594,494,27,23,0.754,20232.0,20232.0,1.242,0.805,0.899,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
55,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0066-0517,365,49.162,12.013,689.305,517.322,689.392,517.586,678,506,21,23,0.91,17944.0,17944.0,1.163,0.86,0.951,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
56,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0067-0534,384,62.846,17.362,510.823,535.521,511.062,535.417,499,523,23,23,0.929,24133.0,24133.0,1.041,0.961,0.955,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
57,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0070-0579,430,48.312,13.786,106.37,578.244,106.515,578.72,94,566,24,26,0.83,20774.0,20774.0,1.428,0.7,0.927,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
58,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0072-0597,539,56.334,18.995,59.212,598.09,59.237,598.114,45,584,28,26,0.873,30364.0,30364.0,1.078,0.928,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
59,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0073-0598,426,49.085,12.368,169.293,597.608,169.331,597.183,158,584,22,29,0.818,20910.0,20910.0,1.395,0.717,0.924,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
60,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0074-0611,595,62.197,26.762,686.014,610.031,685.773,609.755,672,596,28,31,0.879,37007.0,37007.0,1.127,0.888,0.933,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
61,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0075-0610,393,45.959,8.381,109.006,607.927,108.878,607.561,95,597,24,27,0.765,18062.0,18062.0,1.357,0.737,0.919,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
62,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0076-0634,599,38.933,9.171,832.729,634.151,832.674,634.007,819,618,27,33,0.712,23321.0,23321.0,1.514,0.661,0.905,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
63,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0077-0634,423,37.709,8.575,203.103,634.077,203.142,633.994,191,623,26,22,0.933,15951.0,15951.0,1.186,0.843,0.949,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
64,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0078-0636,427,37.066,9.57,940.043,636.437,940.1,636.278,927,625,26,23,0.867,15827.0,15827.0,1.272,0.786,0.929,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
65,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0079-0645,568,41.021,11.868,461.144,647.171,461.172,647.078,445,632,32,27,0.818,23300.0,23300.0,1.122,0.892,0.908,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
66,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0080-0649,490,37.571,11.736,1047.427,650.027,1047.47,649.908,1036,636,23,27,0.933,18410.0,18410.0,1.154,0.866,0.954,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
67,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0081-0654,659,43.92,15.459,769.825,656.175,769.944,656.133,751,640,35,29,0.742,28943.0,28943.0,1.308,0.764,0.909,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
68,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0082-0669,69,33.145,6.996,102.862,668.964,102.782,668.563,99,663,7,12,0.904,2287.0,2287.0,1.672,0.598,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
69,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0083-0677,564,36.86,9.451,631.394,676.098,631.507,676.046,615,664,30,26,0.831,20789.0,20789.0,1.17,0.854,0.935,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
70,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0084-0679,374,34.032,6.779,210.428,679.61,210.448,679.426,201,666,19,27,0.805,12728.0,12728.0,1.423,0.703,0.913,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
71,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0085-0678,340,35.935,8.344,311.15,678.682,311.102,678.46,302,666,19,25,0.801,12218.0,12218.0,1.481,0.675,0.912,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
72,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.tif:0086-0687,678,39.822,8.999,35.291,684.239,35.286,683.944,17,672,35,30,0.732,26999.0,26999.0,1.11,0.901,0.899,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s3h1_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0002-0217,698,31.103,7.734,226.143,217.946,226.452,218.308,214,195,24,44,0.686,21710.0,21710.0,2.134,0.469,0.89,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
2,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0003-0232,910,43.567,15.098,490.977,235.781,491.112,236.985,480,201,25,63,0.48,39646.0,39646.0,3.319,0.301,0.874,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
3,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0004-0234,981,55.448,29.526,631.948,234.607,632.293,236.315,617,205,28,58,0.527,54394.0,54394.0,2.939,0.34,0.844,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
4,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0005-0230,470,38.557,11.341,665.413,230.277,665.024,230.505,655,215,20,31,0.852,18122.0,18122.0,1.589,0.629,0.948,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
5,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0006-0247,1063,42.528,16.121,319.461,246.817,319.552,247.368,307,216,27,62,0.591,45207.0,45207.0,2.66,0.376,0.904,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
6,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0007-0239,672,37.522,13.575,974.765,236.071,974.801,236.16,963,219,25,40,0.716,25215.0,25215.0,1.442,0.693,0.911,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
7,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0008-0272,711,39.761,9.694,868.086,273.411,868.094,273.673,856,251,26,42,0.665,28270.0,28270.0,1.895,0.528,0.868,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
8,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.tif:0009-0286,436,38.204,9.941,720.647,287.337,720.526,287.645,708,273,22,27,0.818,16657.0,16657.0,1.323,0.756,0.934,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_7F_WT_s1h1_Merged.tif_rotated.csv
