 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file
34,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0036-0417,551,49.049,8.116,594.195,416.315,594.351,416.032,578,404,30,26,0.742,27026.0,27026.0,1.408,0.71,0.906,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
35,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0037-0421,357,40.21,5.165,75.576,420.534,75.544,420.558,63,408,23,26,0.635,14355.0,14355.0,1.526,0.655,0.851,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
36,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0039-0431,315,48.213,5.815,263.122,433.735,263.182,433.829,255,416,18,31,0.549,15187.0,15187.0,2.007,0.498,0.824,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
37,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0040-0433,433,47.028,5.902,233.234,434.592,233.393,434.526,221,421,25,25,0.836,20363.0,20363.0,1.054,0.949,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
38,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0041-0445,372,48.47,6.711,312.903,444.47,312.934,444.414,301,435,24,20,0.869,18031.0,18031.0,1.333,0.75,0.934,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
39,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0042-0465,386,28.417,5.462,1182.824,465.021,1182.877,464.973,1168,452,28,26,0.669,10969.0,10969.0,2.253,0.444,0.858,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
40,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0043-0479,373,38.445,11.493,794.449,479.846,794.537,480.016,782,468,27,23,0.641,14340.0,14340.0,1.69,0.592,0.824,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
41,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0044-0498,352,47.179,5.894,347.034,499.321,346.957,499.206,336,487,24,23,0.832,16607.0,16607.0,1.365,0.733,0.895,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
42,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0045-0516,441,42.311,9.793,960.922,515.654,960.897,515.772,947,504,26,24,0.827,18659.0,18659.0,1.422,0.703,0.918,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
43,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0046-0519,324,46.707,6.724,316.562,518.895,316.53,518.854,306,508,23,22,0.823,15133.0,15133.0,1.398,0.715,0.905,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
44,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0049-0529,367,39.166,8.819,49.467,529.481,49.557,529.632,38,518,23,22,0.879,14374.0,14374.0,1.293,0.773,0.931,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
45,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0051-0550,565,45.685,9.879,716.539,550.863,716.63,550.792,700,536,31,28,0.758,25812.0,25812.0,1.181,0.847,0.891,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
46,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0052-0547,243,38.123,9.493,831.685,546.944,831.898,546.938,821,537,20,20,0.741,9264.0,9264.0,1.542,0.649,0.876,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
47,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0053-0554,519,39.025,6.0,981.907,554.051,981.721,553.98,969,542,29,25,0.779,20254.0,20254.0,1.262,0.793,0.906,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
48,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0054-0559,615,48.824,13.185,755.51,559.557,755.416,559.556,740,544,30,30,0.86,30027.0,30027.0,1.083,0.924,0.928,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
49,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0056-0572,536,41.396,9.529,77.08,572.987,76.966,573.081,63,559,29,26,0.83,22188.0,22188.0,1.184,0.845,0.923,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0058-0587,289,36.426,7.48,918.196,587.804,918.297,587.609,908,577,22,21,0.715,10527.0,10527.0,1.562,0.64,0.846,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0060-0606,546,45.859,15.259,639.571,606.701,639.644,606.698,626,593,27,26,0.901,25039.0,25039.0,1.129,0.886,0.953,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
52,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0061-0615,458,38.734,11.467,457.884,616.467,457.733,616.427,443,605,30,21,0.867,17740.0,17740.0,1.45,0.69,0.946,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
53,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0062-0617,410,41.627,12.948,730.783,617.329,730.646,617.315,719,606,23,22,0.888,17067.0,17067.0,1.099,0.91,0.951,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
54,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0063-0629,734,41.335,7.367,286.986,628.059,286.771,627.792,263,614,46,31,0.444,30340.0,30340.0,1.946,0.514,0.728,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
55,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0064-0638,474,32.103,8.205,367.705,637.568,367.413,637.439,354,626,28,25,0.81,15217.0,15217.0,1.1,0.909,0.905,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
56,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0065-0639,486,30.253,5.581,960.333,639.722,960.433,639.538,949,626,23,27,0.84,14703.0,14703.0,1.187,0.842,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
57,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0066-0652,465,33.486,8.765,599.526,651.519,599.582,651.436,585,640,28,24,0.845,15571.0,15571.0,1.125,0.889,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
58,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0067-0651,350,33.077,7.38,451.52,651.066,451.684,650.943,441,641,22,20,0.87,11577.0,11577.0,1.068,0.937,0.938,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
59,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.tif:0068-0676,365,27.838,5.547,841.747,676.073,841.783,676.001,829,664,24,24,0.78,10161.0,10161.0,1.427,0.701,0.882,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h2_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0001-0198,481,37.836,6.968,353.018,197.46,353.191,197.57,339,186,26,24,0.816,18199.0,18199.0,1.119,0.893,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
2,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0002-0228,314,37.21,5.554,421.522,227.987,421.535,228.193,412,217,19,23,0.857,11684.0,11684.0,1.28,0.781,0.915,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
3,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0003-0232,405,44.469,11.391,591.391,232.194,591.424,232.241,582,219,21,26,0.853,18010.0,18010.0,1.243,0.805,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
4,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0004-0265,524,48.966,11.385,621.231,265.821,621.073,265.944,609,251,24,29,0.884,25658.0,25658.0,1.254,0.797,0.943,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
5,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0005-0269,471,44.31,10.222,395.186,269.532,395.184,269.637,383,256,24,27,0.837,20870.0,20870.0,1.278,0.782,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0006-0277,289,33.848,5.614,91.05,277.327,90.882,277.144,79,265,22,24,0.478,9782.0,9782.0,1.345,0.744,0.78,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0007-0278,262,37.191,5.408,215.885,277.454,215.738,277.403,206,267,20,23,0.664,9744.0,9744.0,1.9,0.526,0.836,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0009-0286,296,37.855,7.024,182.52,285.642,182.562,285.517,173,275,20,23,0.837,11205.0,11205.0,1.242,0.805,0.902,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0010-0297,263,49.578,10.387,480.945,297.173,480.95,297.417,472,287,18,20,0.895,13039.0,13039.0,1.383,0.723,0.928,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0011-0321,872,74.742,36.033,516.049,320.732,515.204,321.128,494,299,36,44,0.482,65175.0,65175.0,1.308,0.765,0.795,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0012-0324,493,42.671,7.878,137.806,324.553,137.556,324.408,123,312,34,25,0.568,21037.0,21037.0,1.529,0.654,0.852,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0013-0337,779,42.605,6.677,217.949,338.87,217.961,338.758,203,316,30,43,0.501,33189.0,33189.0,1.99,0.503,0.799,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0014-0328,238,44.105,6.877,671.462,327.475,671.347,327.465,662,318,17,21,0.842,10497.0,10497.0,1.296,0.772,0.895,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0015-0339,773,57.868,14.874,575.518,339.518,575.411,339.596,561,321,32,36,0.748,44732.0,44732.0,1.423,0.703,0.89,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0016-0336,721,45.829,8.113,92.565,337.223,92.578,337.114,75,322,35,28,0.851,33043.0,33043.0,1.323,0.756,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0017-0339,487,33.799,8.724,1025.898,337.855,1025.615,338.058,1014,324,24,30,0.844,16460.0,16460.0,1.284,0.779,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0019-0351,783,63.812,18.292,470.446,350.688,470.208,351.406,459,329,25,44,0.671,49965.0,49965.0,1.969,0.508,0.87,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0020-0345,410,60.627,15.792,317.878,344.58,317.906,344.772,307,331,21,28,0.871,24857.0,24857.0,1.267,0.789,0.932,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0021-0351,368,47.348,11.351,293.573,355.617,293.989,355.861,285,332,19,38,0.453,17424.0,17424.0,2.081,0.481,0.72,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0022-0355,631,49.097,9.866,782.611,354.865,782.505,354.765,771,337,24,36,0.792,30980.0,30980.0,1.567,0.638,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0023-0359,385,26.873,6.103,1096.604,359.352,1096.28,359.725,1085,345,22,28,0.69,10346.0,10346.0,1.311,0.763,0.849,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0024-0355,307,35.0,8.189,999.842,356.292,999.981,356.154,989,346,22,19,0.897,10745.0,10745.0,1.241,0.806,0.932,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
23,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0025-0362,453,66.256,17.515,447.001,361.573,446.842,361.527,437,347,20,30,0.838,30014.0,30014.0,1.678,0.596,0.95,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
24,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0026-0360,471,45.896,15.981,919.016,359.364,918.907,359.278,906,347,25,26,0.904,21617.0,21617.0,1.085,0.922,0.941,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
25,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0027-0362,377,58.103,8.796,334.195,362.802,334.206,362.65,319,352,32,21,0.493,21905.0,21905.0,1.696,0.589,0.739,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
26,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0028-0378,264,56.947,9.737,384.534,378.515,384.526,378.483,376,369,18,19,0.855,15034.0,15034.0,1.258,0.795,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv
