X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
41,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0042-0508,322,31.882,6.514,436.171,508.062,436.08,508.006,425,498,22,21,0.864,10266,10266,1.365,0.733,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
42,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0043-0514,203,30.961,8.77,557.963,514.333,557.968,514.481,551,504,15,21,0.468,6285,6285,1.738,0.575,0.721,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
43,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0044-0536,470,32.153,6.709,949.004,534.77,949.02,534.784,935,522,26,28,0.688,15112,15112,1.275,0.784,0.879,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
44,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0045-0536,425,41.553,8.443,595.255,535.458,595.236,535.471,583,524,23,24,0.914,17660,17660,1.115,0.896,0.95,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
45,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0046-0545,358,31.036,7.991,844.64,545.444,844.531,545.461,832,535,24,21,0.858,11111,11111,1.219,0.82,0.91,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
46,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0047-0553,462,37.643,6.67,499.069,552.214,499.027,552.18,486,539,25,28,0.801,17391,17391,1.158,0.863,0.891,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
47,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0048-0552,182,35.104,5.515,466.703,552.434,466.8,552.398,457,546,19,13,0.793,6389,6389,1.498,0.668,0.894,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
48,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0049-0561,505,41.691,11.651,631.296,561.179,631.331,561.184,615,550,31,23,0.852,21054,21054,1.444,0.692,0.937,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
49,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0050-0583,155,28.981,5.867,846.855,584.513,846.854,584.428,840,576,16,15,0.575,4492,4492,1.139,0.878,0.838,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0051-0603,439,37.686,10.787,443.53,603.461,443.507,603.607,432,590,23,26,0.905,16544,16544,1.123,0.891,0.944,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0052-0618,338,24.935,4.501,1031.601,617.432,1031.583,617.271,1018,607,25,22,0.786,8428,8428,1.611,0.621,0.91,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
52,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0053-0629,374,29.77,7.069,627.717,628.225,627.7,628.264,616,619,23,20,0.865,11134,11134,1.075,0.93,0.947,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
53,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0054-0648,484,26.211,6.03,329.246,647.281,329.494,647.149,317,634,25,28,0.794,12686,12686,1.382,0.723,0.897,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
54,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0055-0647,261,24.172,3.859,916.446,645.979,916.209,645.937,907,637,20,20,0.677,6309,6309,1.296,0.771,0.837,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
55,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0056-0657,343,24.88,5.101,877.821,657.325,877.875,657.147,867,647,22,21,0.921,8534,8534,1.232,0.812,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
56,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0057-0663,488,25.553,5.12,409.658,663.213,409.642,663.187,395,652,30,22,0.832,12470,12470,1.591,0.629,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
57,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0059-0700,556,24.446,3.8,630.174,700.694,630.142,700.658,607,691,47,19,0.364,13592,13592,3.033,0.33,0.754,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
1,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0001-0156,447,22.667,4.846,924.959,156.296,924.836,156.38,914,144,22,25,0.879,10132,10132,1.198,0.835,0.943,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
2,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0002-0223,531,26.524,5.264,844.743,222.909,844.945,223.263,833,207,22,32,0.783,14084,14084,1.515,0.66,0.925,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
3,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0003-0228,532,26.182,6.236,176.201,227.87,176.163,228.163,163,213,25,30,0.805,13929,13929,1.214,0.824,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
4,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0004-0230,355,34.18,6.566,644.23,231.331,644.296,231.668,633,216,21,28,0.68,12134,12134,1.77,0.565,0.867,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
5,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0005-0254,583,45.326,14.56,470.039,254.502,469.966,254.533,458,237,24,34,0.803,26425,26425,1.31,0.763,0.928,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0006-0257,541,42.081,13.909,658.058,258.012,658.006,258.099,647,241,23,32,0.86,22766,22766,1.474,0.679,0.948,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0007-0271,362,35.785,8.771,436.072,270.622,436.278,270.694,423,259,23,24,0.791,12954,12954,1.115,0.897,0.887,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0008-0281,524,34.044,8.401,619.761,281,619.757,280.932,607,267,25,29,0.801,17839,17839,1.114,0.898,0.909,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0009-0305,530,35.498,8.139,536.66,305.594,536.505,305.591,527,284,20,43,0.532,18814,18814,2.382,0.42,0.814,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0010-0312,522,30.577,6.187,765.423,312.443,765.305,312.565,751,300,28,24,0.808,15961,15961,1.142,0.876,0.915,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0011-0331,379,25.214,4.842,985.35,331.183,985.165,331.117,974,319,22,24,0.823,9556,9556,1.212,0.825,0.91,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0012-0345,1069,55.377,22.176,430.891,346.605,431.1,346.784,414,320,34,51,0.645,59198,59198,1.684,0.594,0.864,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0013-0332,305,32.911,8.17,635.441,333.569,635.377,333.558,626,320,20,25,0.794,10038,10038,1.196,0.836,0.893,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0014-0335,497,33.559,8.628,83.768,335.422,83.814,335.454,69,323,31,25,0.777,16679,16679,1.251,0.8,0.9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0015-0339,551,41.201,10.663,204.496,338.66,204.516,338.725,192,325,25,29,0.881,22702,22702,1.318,0.759,0.948,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0016-0364,324,43.358,9.224,484.361,364.914,484.223,364.911,472,355,23,19,0.907,14048,14048,1.234,0.81,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0017-0374,370,39.103,7.854,704.678,373.781,704.593,373.847,693,363,23,23,0.866,14468,14468,1.145,0.874,0.927,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0018-0396,728,38.868,8.535,595.327,394.989,595.348,394.913,582,374,28,45,0.58,28296,28296,2.31,0.433,0.862,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0019-0387,249,42.036,6.517,371.436,387.303,371.505,387.495,363,376,16,23,0.746,10467,10467,1.702,0.587,0.88,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0020-0394,305,32.387,7.16,20.503,393.002,20.387,392.722,11,384,20,21,0.839,9878,9878,1.055,0.948,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0021-0395,290,40.959,6.371,446.703,395.89,446.756,395.685,436,384,21,22,0.834,11878,11878,1.195,0.837,0.905,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0022-0395,259,36.911,7.881,539.299,395.195,539.494,395.197,530,384,19,22,0.72,9560,9560,1.073,0.932,0.845,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
23,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0023-0401,535,40.761,9.258,494.691,399.588,494.256,399.287,477,387,32,29,0.689,21807,21807,1.826,0.548,0.858,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
24,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0024-0407,498,32.739,6.518,918.779,405.986,918.769,405.909,904,391,30,32,0.378,16304,16304,1.548,0.646,0.737,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
25,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0025-0412,413,40.634,10.36,129.253,412.844,129.347,412.741,118,400,23,24,0.889,16782,16782,1.068,0.936,0.938,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
26,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0027-0423,636,48.395,9.886,377.962,423.887,377.86,423.601,365,406,26,34,0.837,30779,30779,1.428,0.7,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
27,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0028-0427,440,23.834,4.461,1092.595,428.545,1092.423,428.448,1081,414,23,27,0.837,10487,10487,1.302,0.768,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
28,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0029-0431,497,36.791,6.064,685.128,431.609,684.946,431.356,674,416,23,31,0.873,18285,18285,1.422,0.703,0.945,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
29,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0030-0452,411,32.569,7.169,722.86,451.079,722.661,450.875,710,440,24,24,0.827,13386,13386,1.232,0.812,0.909,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
30,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0031-0455,307,37.28,8.336,384.168,454.396,384.058,454.028,373,445,23,20,0.868,11445,11445,1.255,0.797,0.925,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
31,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0032-0463,423,38.319,7.262,273.32,462.164,273.264,462.134,261,450,26,26,0.784,16209,16209,1.071,0.934,0.88,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
32,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0033-0463,300,34.26,7.712,349.463,464.04,349.674,464,341,452,19,22,0.846,10278,10278,1.258,0.795,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
33,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.tif:0034-0468,465,36.686,9.902,457.025,467.711,457.017,467.688,444,457,26,22,0.878,17059,17059,1.161,0.861,0.949,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s3_h1_Merged.tif_rotated.csv,55194_1,F,KO,3,1
